ID,Judul,Penulis,Abstrak,Info_24
12707,SKRIPSI PENGARUH DOSIS KOMPOS AMPAS TAHU TERHADAP PERTUMBUHAN DAN HASIL TANAMAN KACANG HIJAU (Vigna radiata (L.) R. Wilczek),EFA INDRIYANI,"INTISARI Pengaruh Dosis Kompos Ampas Tahu Terhadap Pertumbuhan Dan Hasil Tanaman Kacang Hijau (Vigna radiata (L.) R. Wilczek) Efa Indriyani, Usman Siswanto, Sri Hidayati Kacang hijau banyak diminati oleh masyarakat karena mengandung protein cukup tinggi sehingga dapat digunakan sebagai bahan pangan, pakan ternak, dan industri. Namun saat ini produksi kacang hijau belum mampu memberikan kontribusi hasil yang tinggi. Upaya meningkatkan pertumbuhan dan produksi kacang hijau dapat dilakukan dengan menyediakan unsur hara yang cukup dan seimbang salah satunya dengan penambahan bahan organik. Kompos ampas tahu adalah salah satu bahan organik yang memiliki kandungan unsur hara serta bahan organik yang mampu menyediakan unsur hara dan memperbaiki kesuburan tanah. Penelitian dilaksanakan bulan Maret hingga Mei 2022 di Desa Borobudur, Kecamatan Borobudur, Kabupaten Magelang dengan ketinggian tempat 235 m dpl dengan jenis tanah latosol, dan pH tanah 5,5. Penelitian ini bertujuan untuk menentukan dosis kompos ampas tahu yang optimal untuk pertumbuhan dan hasil tanaman kacang hijau varitas Vima-1. Rancangan penelitian disusun dalam rancangan acak kelompok lengkap faktor tunggal dengan 5 blok sebagai ulangan. Perlakuan yang diberikan adalah dosis kompos ampas tahu yang terdiri dari enam taraf yaitu 0, 50, 100, 150, 200, dan 250 g/tanaman. Data yang diperoleh dianalisis sidik ragam (ANOVA) α = 5% dan uji jarak berganda Duncan α = 5%. Hasil penelitian menunjukkan bahwa pemberian kompos ampas tahu pada dosis yang berbeda berpengaruh nyata terhadap jumlah polong per tanaman dan berat 100 biji. Kompos ampas tahu dengan dosis 150 g/tanaman memberikan rata-rata jumlah polong per tanaman tertinggi, dan dosis kompos ampas tahu 0 g/tanaman memberikan rata-rata berat 100 biji tertinggi. Kata kunci : ampas tahu, kompos, Vigna radiata, pupuk organik",FAKULTAS_FAPERTAPRODI_S1_AGROTEKNOLOGI
12708,SKRIPSI STUDI KLASIFIKASI STRUKTUR KOMUNITAS GASTROPODA PADA SUNGAI BLONGKENG KABUPATEN MAGELANG SEBAGAI BUKU REFERENSI BIOLOGI,FAJRIN KURNIANINGRUM,"ABSTRAK Kurnianingrum, Fajrin. 2022 “Studi Klasifikasi Struktur Komunitas Gastropoda Pada Sungai Blongkeng Kabupaten Magelang Sebagai Buku Referensi Biologi”. Skripsi. Program Studi Pendidikan Biologi Fakultas Keguruan dan Ilmu Pendidikan Universitas Tidar. Pembimbing I Karunia Galih Permadani S.Pd, M.Sc. Pembimbing II Dr. Setiyo Prajoko M.Pd. Kata Kunci: Struktur Komunitas, Gastropoda, Sungai Blongkeng, Kabupaten Magelang, Buku Referensi Gastropoda berasal dari bahasa yunani “gaster” yang berarti perut dan “podos” yang berarti kaki. Gastropoda dapat diartikan sebagai hewan yang dicirikan mampu melakukan mobilitas menggunakan perut. Gastropoda adalah salah satu organisme yang banyak ditemukan di ekosistem sungai. Sungai Blongkeng adalah sungai di daerah Kabupaten Magelang yang berhulu di gunung Merapi dan bermuara di laut kidul setelah menyatu dengan sungai Elo dan sungai Progo. Tujuan pada penelitian ini adalah untuk menganalisis struktur komunitas gastropoda yang ada di Sungai Blongkeng. Penelitian ini dilakukan pada pada tanggal 01 Juni – 03 Agustus 2022 dengan menggunakan metode line transect dengan mengkaji beberapa variabel antara lain: Indeks keanekaragaman, Indeks Keseragaman dan Indeks Dominansi. Hasil penelitian yaitu didapatkan 10 spesies gastropoda dari 3 stasiun penelitian jenis spesiesnya terdiri atas famili Thiaridae, Pachychilidae, Ampullariidae, Nassaridae dan Achatinidae. Hasil faktor abiotik didapatkan suhu pada stasiun 1 dan 2 yaitu 25oC, stasiun 3 26oC, pH air yang didaptakan yaitu 8,5 dan 8,4. Salinitas air di Sungai Blongkeng menunjukkan 0% serta substrat sungai yaitu batun, pasir dan lumpur. Nilai indeks keanekaragaman tertinggi berada pada stasiun II yaitu H’= 2,0009. Indeks keseragaman menunjukkan bahwa Stasiun 1 dan Stasiun indeks keseragamannya tinggi yang berarti komunitas stabil. Nilai indeks dominansi stasiun 1 dan stasiun 2 tergolong rendah, sedangkan pada stasiun 3 tergolong sedang. Penilaian pengembangan buku referensi oleh validasi materi, media, dan keterbacaan oleh mahasiswa didapatkan hasil 87,1 % yang artinya buku referensi dalam kategori valid dan layak digunakan sebagai proses pembelajaran.",PRODI_S1_PENDIDIKAN_BIOLOGIFAKULTAS_KEGURUAN_DAN_ILMU_PENDIDIKAN
12709,SKRIPSI ANALISIS PERPINDAHAN PANAS TRANSIEN ALAT PENGASAP IKAN METODE CLOSED SMOKE CIRCULATION,ALI KHASYFUL GITA,"ABSTRAK Pengasapan merupakan metode pengawetan ikan dengan menggabungkan antara panas dengan zat kimia yang dihasilkan dari pembakaran kayu atau tempurung kelapa. Pengasapan bertujuan untuk menghilangkan bakteri, merusak aktifitas enzim dan mengurangi kadar air serta menyerap berbagai senyawa kimia dari asap. Pada penelitian sebelumnya simulasi menggunakan kondisi perpindahan panas steady belum diketahui waktu yang dibutuhkan untuk mencapai rata-rata suhu udara ruang pengasapan yaitu sekitar 75°C-80°C. Tujuan penelitian adalah memperoleh data waktu yang dibutuhkan dan juga perbandingan antara simulasi menggunakan kondisi steady dan transien. Penelitian ini menggunakan dua metode yaitu metode desain menggunakan software solidworks 2014, sedangkan metode simulasi menggunakan software ansys fluent 2019 R3. Hasil simulasi yang dilakukan didapat bahwa untuk mencapai suhu 80°C pada ruang pengasapan dibutuhkan waktu 72 menit, dengan iterasi 4329 dan waktu tiap iterasi ( flow time) sebesar 1,01215 detik. Suhu rata-rata rak 1 sebesar 80,420°C, rak 2 80,240°C dan rak 3 sebesar 80,156°C. Berdasarkan hasil perbandingan data antara simulasi steady dan transient adalah pada simulasi transien menghasilkan waktu yang dibutuhkan untuk mencapai suhu rak dan ruang pengasapan sebesar 80°C adalah 72 menit, sedangkan pada simulasi steady hanya terdapat data rata-rata suhu yang dicapai dengan desain yang sudah ditentukan yaitu sekitar 76°C. Kata kunci: pengasapan, temperatur, simulasi,steady,transien.",PRODI_S1_TEKNIK_MESINFAKULTAS_FT
12710,SKRIPSI PENGARUH OPTIMASI DISTRIBUSI TEMPERATUR PADA ALAT PROOFER TERHADAP PERKEMBANGAN ROTI,FEFRY KHOLID HARTANTO,"ABSTRAK Roti merupakan makanan dengan bahan dasar utama tepung terigu yang diolah dengan cara dipanggang. Kualitas roti sangat dipengaruhi oleh bahan baku, keseimbangan resep, alat yang digunakan serta proses pengolahannya, kemudian permasalahan yang sering terjadi pada pengolahannya adalah adonan tidak mengembang dengan sempurna. Upaya untuk mengatasi hal ini yaitu dengan menggunakan mesin proofer. Mesin proofer adalah mesin atau alat yang digunakan untuk mengembangkan adonan roti saat fermentasi akhir. Untuk meningkatkan peforma dari mesin proofer melalui rekayasa suhu udara panas dan kelembaban udara, namun aliran udara panas yang dihasilkan oleh heater mesin proofer pada saat fermentasi suhu kurang merata. Maka dari itu perlu adanya penambahan fan untuk memindahkan sejumlah volume udara atau gas melalui suatu saluran. Simulasi ini terbagi menjadi dua yaitu proofer dengan fan dan proofer tanpa fan sebagai pembanding. Kedua simulasi memiliki hasil penyebaran panas yang cukup berbeda. Penelitian ini bertujuan untuk mengetahui pengaruh optimasi distribusi panas pada alat proofer terhadap perkembangan roti untuk mengetahui kemerataan suhu tiap loyang pada proofer yang ingin dicapai pada range 35°C-38°C. Proofer dengan dimensi panjang 680 mm, lebar 500 mm, dan tinggi 365 mm. Simulasi ini dengan pengaturan heater sebesar 37,3°C dan suhu ruangan proofer sebesar 26°C dengan variasi waktu 55 menit, 60 menit, dan 65 menit. Dengan variasi kecepatan fan atas 2,2 m/s, tengah 2,2 m/s, dan 2,2 m/s. Dari simulasi ini menghasilkan panas rata-rata dan kecepatan rata-rata setiap loyang. Panas rata-rata proofer 1 loyang atas 36,578˚C, tengah 36,594˚C, dan bawah 36,619˚C. Panas rata-rata proofer 2 loyang atas 36,577˚C, tengah 36,594˚C, dan bawah 36,631˚C. Panas rata-rata proofer 3 loyang atas 36,579˚C, tengah 36,595˚C, dan bawah 36,644˚C. Panas rata-rata proofer 4 loyang atas 34,572˚C, tengah 34,594˚C, dan bawah 34,641˚C. Panas ratarata proofer 5 loyang atas 364,574˚C, tengah 34,594˚C, dan bawah 34,641˚C. Panas rata-rata proofer 6 loyang atas 34,576˚C, tengah 34,594˚C, dan bawah 34,641˚C. Untuk hasil kecepatan rata-rata pada proofer 1 loyang atas 0,503845 m/s, tengah 0,502092 m/s, dan bawah 0,533719 m/s. Proofer 2 loyang atas 0,504276 m/s, tengah 0,504163 m/s, dan bawah 0,529679 m/s. Proofer 3 loyang atas 0,504249 m/s, tengah 0,505358 m/s, dan bawah 0,539925 m/s. Proofer 4 loyang atas 0,000078357 m/s, tengah 0,000084604 m/s, dan bawah 0,000077196 m/s. Proofer 5 loyang atas 0,000078357 m/s, tengah 0,000084604 m/s, dan bawah 0,000077196 m/s. Proofer 6 loyang atas 0,000078357 m/s, tengah 0,000084604 m/s, dan bawah 0,000077196 m/s Dari hasil tersebut dapat dilihat proofer tanpa fan hasil yang paling baik adalah proofer 6 yang durasi simulasi berlangsung selama 65 menit, sedangkan proofer dengan fan yang paling baik yaitu proofer 3 yang durasi simulasi berlangsung selama 65 menit. Kata kunci: proofer, distibusi panas, kecepatan, heater, suhu, fan",PRODI_S1_TEKNIK_MESINFAKULTAS_FT
12711,SKRIPSI UJI KARAKTERISASI MATERIAL SPROCKET DENGAN PELAPIS HARDCHROME TERHADAP KEAUSAN DAN KEKERASAN,ANBIYA ADEL HAKAMY,"ABSTRAK Kebutuhan suku cadang sepeda motor terus meningkat seiring meningkatnya penggunaan sepeda motor, terutama suku cadang yang mempunyai usia habis pakai. Salah satu suku cadang habis pakai adalah sprocket gear (roda gigi tarik). Tujuan penelitian ini adalah menganalisis pengaruh variasi waktu proses hardchrome terhadap keausan dan kekerasan permukaan pada spesimen sprocket gear. Metode penelitian yang digunakan adalah penelitian eksperimental dengan variasi waktu proses hardchrome sebagai bahan penguat sprocket gear terhadap keausan dan kekerasan permukaan. Angka keausan dengan rata-rata nilai keausan 7,1 x 10-7 mm2 /kg. Nilai rata-rata keausan terendah adalah spesimen yang mengalami perlakuan paling lama selama 60 menit yaitu sebesar 5,82 x 10-7 mm2 /kg. Nilai rata-rata kekerasan permukaan lapisan paling besar yaitu pada sprocket gear yang di hardchrome dengan variasi waktu 60 menit yaitu 138,22 VHN. Nilai rata-rata kekerasan permukaan lapisan terendah adalah spesimen yang tidak di hardchrome yaitu 99,60 VHN. Kata Kunci: hardchrome, sprocket gear, uji keausan, uji kekerasan permukaan",PRODI_S1_TEKNIK_MESINFAKULTAS_FT
12712,SKRIPSI EFEKTIVITAS STRATEGI PEMBELAJARAN VERBAL FOOTBALL TERHADAP KEMAMPUAN KOMUNIKASI MATEMATIS SISWA,ALI YASFI,"ABSTRAK Yasfi, A. 2022. “Efektivitas Strategi Pembelajaran Verbal Football Terhadap Kemampuan Komunikasi Matematis Siswa’’. Skripsi. Program Studi Pendidikan Matematika Fakultas Keguruan dan Ilmu Pendidikan Universitas Tidar. Pembimbing I Fadhilah Rahmawati, S.Pd., M.Pd., Pembimbing II Yesi Franita, S.Si., M.Sc. Kata Kunci: Kemampuan Komunikasi Matematis, Strategi Pembelajaran, Strategi Verbal Football Rendahnya kemampuan komunikasi matematis disebabkan karena guru masih cenderung aktif dibanding siswa. Strategi pembelajaran yang diterapkan hanya sebatas strategi pembelajaran konvensional sehingga siswa tidak dapat mengembangkan kemampuan komunikasi matematis. Penelitian ini bertujuan untuk (1) menganalisis efektivitas strategi pembelajaran verbal football terhadap kemampuan komunikasi matematis siswa setelah diterapkan strategi pembelajaran verbal football pada siswa kelas XI MIPA SMA N 2 Magelang dan (2) menganalisis peningkatan kemampuan komunikasi matematis siswa kelas yang diterapkan strategi pembelajaran verbal football dan kelas yang diterapkan strategi pembelajaran langsung pada siswa kelas XI MIPA SMA N 2 Magelang. Siswa kelas XI MIPA 3 sebagai kelas eksperimen dan kelas XI MIPA 4 dipilih dengan teknik cluster random sampling dan dijadikan sampel penelitian. Jenis penelitian ini adalah quasi-experimental dan control group pre-test post-test design. Pengujian hipotesis yang digunakan yaitu Uji Independent sample t-test untuk hipotesis pertama dan Uji N-gain untuk hipotesis kedua. Teknik Pengumpulan data menggunakan tes, observasi, wawancara, dokumentasi, dan lembar validari. Kesimpulan dari penelitian ini adalah dengan (1) strategi pembelajaran verbal football efektif terhadap kemampuan komunikasi matematis siswa dan (2) peningkatan kemampuan komunikasi matematis siswa kelas yang diterapkan strategi pembelajaran verbal football lebih tinggi dari kelas yang diterapkan strategi pembelajaran langsung pada siswa kelas XI MIPA SMA N 2 Magelang, sehingga dapat diartikan bahwa strategi pembelajaran verbal football dapat menjadi alternatif bagi guru dalam melaksanakan proses pembelajaran yang efektif, aktif, dan menyenangkan yang juga meningkatkan kemampuan komunikasi matematis siswa.",PRODI_S1_PENDIDIKAN_MATEMATIKAFAKULTAS_KEGURUAN_DAN_ILMU_PENDIDIKAN
12713,SKRIPSI PENGARUH MODEL PEMBELAJARAN REALISTIC MATHEMATICS EDUCATION (RME) TERHADAP KEMAMPUAN PEMECAHAN MASALAH DAN KEMAMPUAN BERPIKIR KREATIF SISWA PADA MATERI TURUNAN,MILA NURUL APRILIYANI,"ABSTRAK Apriliyani, Mila Nurul. (2022). “Pengaruh Model Pembelajaran Realistic Mathematics Education (RME) terhadap Kemampuan Pemecahan Masalah dan Kemampuan Berpikir Kreatif Siswa pada Materi Turunan”. Skripsi. Program Studi Pendidikan Matematika Fakultas Keguruan dan Ilmu Pendidikan Universitas Tidar. Pembimbing I Aprilia Nurul Chasanah, S.Pd., M.Pd., Pembimbing II Syita Fatih ‘Adna, S.Pd., M.Sc. Kata Kunci: Kemampuan Berpikir Kreatif, Kemampuan Pemecahan Masalah, Model Pembelajaran Realistic Mathematics Education (RME), Turunan Pembelajaran di sekolah mengharuskan siswa untuk mencapai beberapa kemampuan. Diantara kemampuan tersebut adalah kemampuan pemecahan masalah dan berpikir kreatif. Temuan hasil tes awal pada kelas XI SMAN 2 Magelang, kedua kemampuan tersebut masih tergolong rendah. Kemudian juga dengan adanya keperluan bekal pengetahuan siswa untuk menerapkan matematika di keseharian, maka diterapkan model pembelajaran RME. Berdasarkan latar belakang tersebut maka dapat ditentukan sebuah tujuan yang ingin dicapai. Tujuan yang dimaksud adalah untuk menganalisis secara multivariat kemampuan pemecahan masalah dan kemampuan berpikir kreatif siswa lebih baik pada model pembelajaran RME daripada model pembelajaran langsung pada materi turunan. Pendekatan yang digunakan yaitu penelitian kuantitatif dengan desain penelitian Quasi Experimental bentuk Nonequivalent Postest-only Control Group Design. Populasi dalam penelitian ini yaitu seluruh siswa kelas XI MIPA SMAN 2 Magelang. Dua kelas XI MIPA di SMAN 2 Magelang dijadikan sampel dalam penelitian ini (eksperimen dan kontrol) dengan pengambilan sampel menggunakan teknik cluster random sampling. Pengambilan data menggunakan soal posttest. Teknik analisis data menggunakan pengujian uji beda rerata multivariat, dengan prasyarat uji normalitas multivariat dan uji homogenitas multivariat. Kelas eksperimen memeroleh rata-rata 85,24 dan kelas kontrol memeroleh rata-rata 70,78 pada kemampuan pemecahan masalah, sedangkan pada kemampuan berpikir kreatif nilai rata-rata kelas eksperimen adalah 84 dan 74,41 untuk kelas kontrol. Pengujian dengan uji beda rerata multivariat menunjukkan Fobs = 8,455 > F0.05,2,66 = 3,136 sehingga H0 diputuskan ditolak yang artinya secara multivariat kemampuan pemecahan masalah dan berpikir kreatif kelas eksperimen berbeda dengan kelas kontrol. Uji lanjut juga dilakukan untuk melihat efek perbedaannya pada setiap variabel terikat dengan uji beda rerata univariat atau uji t dengan hasil antara kedua kelas pada masing-masing kemampuan terdapat perbedaan. Berdasarkan hasil penelitian, dapat disimpulkan bahwa secara multivariat kemampuan pemecahan masalah dan kemampuan berpikir kreatif siswa lebih baik pada model pembelajaran RME daripada model pembelajaran langsung pada materi turunan. Namun, pendidik perlu mempertimbangkan lagi mengenai materi yang akan diterapkan dengan model RME ini, dikarenakan model ini belum tentu sesuai di semua materi.",PRODI_S1_PENDIDIKAN_MATEMATIKAFAKULTAS_KEGURUAN_DAN_ILMU_PENDIDIKAN
12714,SKRIPSI PERAN KEPEMIMPINAN DALAM MENINGKATKAN DISIPLIN KERJA PEGAWAI DINAS KESEHATAN KABUPATEN MAGELANG,GALIH SETIARTA WALUYO,"ABSTRAK “PERAN KEPEMIMPINAN DALAM MENINGKATKAN DISIPLIN KERJA PEGAWAI DINAS KESEHATAN KABUPATEN MAGELANG” GALIH SETIARTA WALUYO 1810201063 (2022) Program Studi Ilmu Administrasi Negara, Fakultas Ilmu Sosial dan Ilmu Politik, Universitas Tidar. Penelitian ini dilatarbelakangi oleh permasalahan dimana tingkat disiplin kerja pada Dinas Kesehatan Kabupaten Magelang masih rendah dibuktikan dengan adanya jam kerja pegawai yang tidak sesuai peraturan, pakaian yang tidak sesuai serta penumpukan pekerjaan yang melebihi batas yang ditentukan. untuk itu perlu mengetahui bagaimana peran kepemimpinan dalam meningkkatkan disiplin kerja pegawai Dinas Kesehatan Kabupaten Magelang, serta faktor pendorong dan penghambat apa saja yang terjadi ketika upaya peningkatan disiplin kerja tersebut dilakukan. Penelitian bertujuan mengetahui bagaimana peran kepemimpinan dalam upaya peningkatan disiplin kerja pegawai dinas kesehatan kabupaten magelang serta mengetahui faktor penghambat dan pendorong dalam upaya peningkatan disiplin kerja menggunakan teori yang dikemukakan oleh Kartono 2013;189 mengenai aspek kepemimpinan dan teori faktor pendorong, penghambat peningkatan disiplin kerja Steers, Harris, dan Nitisemitom (Fitria, 2015). Hasil penelitian peran kepemimpinan dalam upaya peningkatan disiplin kerja Dinas Kesehatan Kabupaten Magelang sudah terlaksana dengan baik berdasarkan keterampilan berkomunikasi, keterampilan mendengar, ketegasan, dan pengambilan keputusan. serta faktor pendorong dan penghambat dalam upaya peningkatan disiplin kerja namun masih terdapat kendala mengenai ketegasan pimpinan yang tidak maksimal dan kesadaran pegawai yang masih kurang kata kunci: peran kepemimpinan, disiplin kerja.",FAKULTAS_ILMU_SOSIAL_DAN_POLITIKPRODI_S1_ILMU_ADMINISTRASI_NEGARA
12715,SKRIPSI PERAN STAKEHOLDER DALAM PENGEMBANGAN DESA WISATA NGADIHARJO DI KECAMATAN BOROBUDUR KABUPATEN MAGELANG,ANDI WICAKSONO,Tidak Tersedia Deskripsi,FAKULTAS_ILMU_SOSIAL_DAN_POLITIKPRODI_S1_ILMU_ADMINISTRASI_NEGARA
12716,SKRIPSI INOVASI PROGRAM TILANG ELEKTRONIK DALAM PENINDAKAN PELANGGARAN LALU LINTAS DI SATUAN POLISI LALU LINTAS POLRES MAGELANG,CHOIRUL FUAD AL AMIN,Tidak Tersedia Deskripsi,FAKULTAS_ILMU_SOSIAL_DAN_POLITIKPRODI_S1_ILMU_ADMINISTRASI_NEGARA
12717,SKRIPSI THE EFFECTIVENESS OF BLUSH DESIGN MEDIA TO IMPROVE STUDENTS’ WRITING SKILL OF DESCRIPTIVE TEXT IN HIGH SCHOOL EDUCATION,KARINA ALYA ROHMADI,"ABSTRACT Rohmadi, Karina Alya, 2022. “The Effectiveness of Blush Design Media to Improve Students’ Writing Skill of Descriptive Text in High School Education”. Undergraduate Thesis. English Education Study Program. Faculty of Education and Teacher Training Universitas Tidar. Advisor I Moch. Malik Al Firdaus, M.Pd., Advisor II Boris Ramadhika, M.Pd. Keywords: Effectiveness, Descriptive Text, Teaching Media, Blush Design Descriptive text is part of the English curriculum taught in junior high school. However, based on writer’s observation, most of the students had a limited vocabulary and did not have a sufficient understanding of grammar. The teacher also did not involve an interesting teaching media in the class and using a passive learning method. These approaches made the students bored and do not optimally participate in the learning process. The objective of this study is to investigate the improvement of students’ skill in writing descriptive text and the effectiveness of Blush Design as a teaching media to teach writing descriptive text in junior high school. This research is quasi-experimental research that applied pre-test and posttest to collect the data. The participant of this study was 56 eight-grader students at SMP Negeri 2 Banjarnegara. The result of paired sample t-test showed p-value or sig. (2-tailed) was 0.00 which was lower than the level of significance determined, 0.05. In additional, the average of test score of the pre-test and post-test in experimental group was improving from 54 to 75. So, there was a significant improvement in students’ skills in writing descriptive text before and after teaching using Blush Design media. Meanwhile, the result of independent sample t-test between the post-test of control and experimental group showed p-value or sig. (2-tailed) of 0.024 < 0.05. It means there was a significant difference in the result of achievement in writing descriptive text between the students in experimental and control group. Furthermore, based on N-Gain calculation, the average improvement achieved by the students who were taught with Blush Design was 45%, so Blush Design has moderate effectiveness in improving students’ skill in writing descriptive text.",PRODI_S1_PENDIDIKAN_BAHASA_INGGRISFAKULTAS_KEGURUAN_DAN_ILMU_PENDIDIKAN
12718,SKRIPSI CONTENT VALIDITY ANALYSIS OF ONLINE ENGLISH SUMMATIVE TEST IN SMA 5 MAGELANG,EL DINA SAIFINA,"ABSTRACT Dina Saifina, El. 2022. “Content Validity Analysis of Online English Summative Test in SMA 5 Magelang”. Undergraduate Thesis. English Department, Faculty of Education and Teacher Training, Universitas Tidar. Advisor 1 Rini Estiyowati I., M.Pd., Advisor 2 Atsani Wulansari, M.Hum. Keywords: Content validity, Online summative test, Syllabus Assessment is one of the crucial things in English language learning. Teachers need to use assessment to assess the student’s ability. However, in this COVID-19 pandemic, teachers found difficulties in operating online media in the implementation of online learning and online test. On the other side, students also found the test items unrelated to the previous lesson. During this difficult time, the teacher must maintain the test’s quality. One of the important criteria of a good test is validity. Moreover, content validity is the major source of validity. Therefore, this study aimed to analyze the online English mid-term test in 10th graders of MIPA Class to know the content validity of the test items. This study used a qualitative design. The subject of this study was the online English mid-term test questions for 10th graders of MIPA Class in SMA 5 Magelang. The writer used the test items and syllabus to get the data, then the writer interviewed and asked the English teacher to check the findings to validate the data. This study used a content validity procedure from Brown (2004) to analyze the data and calculate the level of conformity using the formula from Arikunto. The study’s result showed that all the test items conform with the aspects of text and materials required in the syllabus. Then, based on the percentage calculation, the result was 100%, which means that the test item is good. The data identification and data analysis results provided in this study supported that this test item has good content validity. Based on the result of this study, the writer suggests that the test makers should maintain the quality of test’s content validity, develop online test that still meet the indicators required, and check the content validity of the test items before being distributed to the students.",PRODI_S1_PENDIDIKAN_BAHASA_INGGRISFAKULTAS_KEGURUAN_DAN_ILMU_PENDIDIKAN
12719,"SKRIPSI VARIABEL ANTESEDEN INTENTION TO STAY
(Studi Empiris Pada Pengemudi Ojek Online di Kota Magelang)",ALDI FADHIL LUKITA,Tidak Tersedia Deskripsi,PRODI_S1_MANAJEMENFAKULTAS_FE
12720,SKRIPSI PENGARUH MODEL PEMBELAJARAN PROJECT BASED LEARNING (PjBL) BERPENDEKATAN STEM TERHADAP PEMAHAMAN KONSEP MATERI SISTEM GERAK DAN KREATIVITAS SISWA,ANISSA FELLYTANIA MARIS,"ABSTRAK Maris, A. F. 2022. “Pengaruh Model Pembelajaran Project Based Learning (PjBL) Berpendekatan STEM terhadap Pemahaman Konsep Materi Sistem Gerak dan Kreativitas Siswa”.ْ Skripsi.ْ Programْ Studiْ Pendidikanْ Biologi,ْ Fakultas Keguruan dan Ilmu Pendidikan. Universitas Tidar. Pembimbing I Dr. Setiyo Prajoko, M.Pd., Pembimbing II Ika Sukmawati, M.Pd. Kata Kunci: PjBL, STEM, Pemahaman Konsep, Kreativitas Penelitian ini dilatarbelakangi oleh kurangnya pemahaman konsep siswa pada materi sistem gerak dan kreativitas siswa masih belum terbentuk. Tujuan penelitian ini untuk mengetahui pengaruh model pembelajaran PjBL berpendekatan STEM terhadap pemahaman konsep materi sistem gerak dan kreativitas siswa. Penelitian ini termasuk jenis penelitian kuantitatif dengan metode quasi eksperimen dengan tipe post-test only control design. Subjek penelitian ini adalah siswi kelas XI MIPA 1 sebagai kelas eksperimen dan XI MIPA 2 SMA N 1 Sumpiuh sebagai kelas kontrol. Teknik pengambilan sampel menggunakan teknik purposive sampling. Instrumen yang digunakan berupa tes pemahaman konsep, lembar observasi keterlaksanaan sintaks, dan lembar angket kreativitas. Data yang diperoleh dari penelitian ini yaitu hasil nilai post-test, hasil pengisian lembar observasi keterlaksanaan sintaks, dan pengisian angket kreativitas. Teknik analisis data yang digunakan yaitu uji paired sample t-test. Berdasarkan analisa data, diperoleh rata-rata hasil post-test kelas eksperimen dan kelas kontrol sebesar 83,44 dan 79,14. Hasil analisa data angket kreativitas siswa diperoleh rata-rata sebesar 64,9% dalam kategori cukup kreatif. Berdasarkan lembar keterlaksanaan sintaks, semua tahapan yang dilakukan terlaksana dengan persentase rata-rata sebesar 95,8% dalam kategori sangat baik. Berdasarkan uji paired t-test didapatkan hasil post-test sebesar 0,002. Artinya hipotesis penelitian diterima. Dari hasil tersebut dapat disimpulkan bahwa terdapat pengaruh model pembelajaran PjBL berpendekatan STEM terhadap pemahaman konsep materi sistem gerak dan kreativitas siswa.",PRODI_S1_PENDIDIKAN_BIOLOGIFAKULTAS_KEGURUAN_DAN_ILMU_PENDIDIKAN
12721,SKRIPSI PENGARUH METODE PEMBELAJARAN BRAINSTORMING TERHADAP PEMAHAMAN KONSEP SISWA PADA MATERI PERUBAHAN LINGKUNGAN DAN KEMAMPUAN BERPIKIR KRITIS SISWA KELAS X,IKA FEBRIANA PALUPI,"ABSTRAK Palupi, Ika Febriana. 2022. “Pengaruh Metode Pembelajaran Brainstorming Terhadap Pemahaman Konsep Siswa Pada Materi Perubahan Lingkungan Dan Keterampilan Berpikir Kritis Siswa Kelas X”. Skripsi. Program Studi Pendidikan Biologi Fakultas Keguruan dan Ilmu Pendidikan Universitas Tidar. Pembimbing I Karunia Galih Permadani, M.Sc., Pembimbing II Dr. Setiyo Prajoko, M.Pd. Kata Kunci: Pemahaman Konsep, Berpikir kritis, Brainstorming Pemahaman konsep dan keterampilan berpikir kritis siswa SMA N 10 Purworejo pada materi perubahan lingkungan masih belum maksimal. Tujuan penelitian ini yaitu (1) menganalisis pengaruh penggunaan metode pembelajaran brainstorming terhadap pemahaman konsep siswa pada materi perubahan lingkungan (2) menganalisis pengaruh penggunaan metode pembelajaran brainstorming terhadap keterampilan berpikir kritis. Penelitian ini merupakan penelitian quasi-ekperimen dengan desain pretest-posttest control group design. Subjek penelitian ini adalah siswa kelas X MIPA 3 dan MIPA 4, kelas X MIPA 3 sebagai kelas kontrol dan X MIPA 4 sebagai kelas eksperimen dengan teknik pengambilan sampel purposive sampling. Hasil rata-rata pre-test dan posttest yang diperkuat dengan hasil uji ancova dengan nilai signifikansi 0,001 menunjukkan bahwa terdapat perbedaan yang signifikan pemahaman konsep siswa antara kelas X MIPA 3 dan kelas X MIPA 4. Selain itu, hasil rata-rata pre-test dan posttest yang diperkuat dengan hasil uji ancova dengan nilai signifikansi 0,001 juga menunjukkan bahwa terdapat perbedaan yang signifikan keterampilan berpikir kritis siswa antara kelas X MIPA 3 dan kelas X MIPA 4. Dari Hasil penelitian tersebut dapat ditarik kesimpulan bahwa metode pembelajaran brainstorming berpengaruh terhadap pemahaman konsep siswa pada materi perubahan lingkungan dan keterampilan berpikir kritis siswa.",PRODI_S1_PENDIDIKAN_BIOLOGIFAKULTAS_KEGURUAN_DAN_ILMU_PENDIDIKAN
